Name,Date,Oil Vol,Gas Vol,Water Vol,On-Line,Av BHP,Spot BHP,Av BHT,Av WHP,total rate,Total Vol
PA01,2006-02-06,11599.062061951032,4.175662342302371,0.0,24.0,1144.5379308064778,1144.5379308064778,70.98287916183472,16.79082377751668,11599.062061951032,11599.062061951032
PA01,2006-02-07,11577.18816936578,4.167787740971681,0.0,24.0,1141.7072041829426,1141.7072041829426,70.98292462031047,16.807865738868713,11577.18816936578,11577.18816936578
PA01,2006-02-08,8076.089228517972,2.90739212226647,0.0,17.0,1300.8853370179522,1300.8853370179522,70.6695748187126,13.553348938624064,8076.089228517972,8076.089228517972
PA01,2006-02-09,1369.8126908884392,0.4931325687198381,0.0,3.5,1767.5171356201172,1767.5171356201172,68.05408652623494,10.834350471695265,1369.8126908884392,1369.8126908884392
PA01,2006-02-10,2396.1888609615316,0.8626279899461514,0.0,6.0,1770.7311731974285,1770.7311731974285,68.90183305740356,26.227944672107697,2396.1888609615316,2396.1888609615316
PA01,2006-02-11,8248.0267723128,2.9692896380326084,0.0,24.0,1575.8638381958008,1575.8638381958008,70.26802794138591,20.968042294184368,8248.0267723128,8248.0267723128
PA01,2006-02-12,7362.116704614958,2.650362013661385,0.0,24.0,1647.3075586954753,1647.3075586954753,70.38154013951619,23.104020754496258,7362.116704614958,7362.116704614958
PA01,2006-02-13,243.03813937969866,0.08749373017669151,0.0,0.5,1886.823141346807,1886.823141346807,67.85517584759256,8.942398955424627,243.03813937969866,243.03813937969866
PA01,2006-02-14,8632.77811836378,3.1078001226109606,0.0,24.0,1569.0926717122395,1569.0926717122395,70.21443621317546,20.834562579790752,8632.77811836378,8632.77811836378
PA01,2006-02-15,5014.7589921610615,1.8053132371779823,0.0,14.0,1656.9748814900715,1656.9748814900715,70.0094861984253,13.529692935446898,5014.7589921610615,5014.7589921610615
PA01,2006-02-16,8577.723102713233,3.087980316976764,0.0,22.0,1446.4440943400066,1446.4440943400066,70.24359544118245,14.330013255278269,8577.723102713233,8577.723102713233
PA01,2006-02-17,8286.043671436511,2.982975721717144,0.0,23.0,1390.09486134847,1390.09486134847,70.86443185806274,13.597395916779837,8286.043671436511,8286.043671436511
PA01,2006-02-18,6612.212393104703,2.380396461517693,0.0,18.5,1446.2887903849285,1446.2887903849285,70.79256677627563,15.844744672377905,6612.212393104703,6612.212393104703
PA01,2006-02-19,9638.303872061802,3.469789393942249,0.0,24.0,1334.014986673991,1334.014986673991,70.86067549387614,12.118541677792868,9638.303872061802,9638.303872061802
PA01,2006-02-20,10496.05368132802,3.7785793252780873,0.0,23.0,1364.5264561971028,1364.5264561971028,70.8895165125529,12.798388137171665,10496.05368132802,10496.05368132802
PA01,2006-02-21,11612.477792422074,4.1804920052719465,0.0,24.0,1294.722282409668,1294.722282409668,70.9821736017863,11.505719006061554,11612.477792422074,11612.477792422074
PA01,2006-02-22,11408.50381445345,4.107061373203242,0.0,24.0,1287.0649795532227,1287.0649795532227,71.00294955571492,11.408071676890055,11408.50381445345,11408.50381445345
PA01,2006-02-23,11202.64697010463,4.032952909237667,0.0,24.0,1282.3309377034504,1282.3309377034504,70.98464806874593,11.380321224530539,11202.64697010463,11202.64697010463
PA01,2006-02-24,10591.917148316057,3.8130901733937805,0.0,24.0,1354.4823837280273,1354.4823837280273,70.93284320831299,13.394354522228241,10591.917148316057,10591.917148316057
PA01,2006-02-25,11146.260675399593,4.012653843143854,0.0,24.0,1279.5590744018555,1279.5590744018555,70.96761735280354,11.442674140135447,11146.260675399593,11146.260675399593
PA01,2006-02-26,10271.558333350275,3.697761000006099,0.0,24.0,1374.8398208618164,1374.8398208618164,70.92712163925171,14.102163016796112,10271.558333350275,10271.558333350275
PA01,2006-02-27,11344.261855991464,4.083934268156927,0.0,24.0,1260.925417582194,1260.925417582194,70.94863939285278,12.756333589553833,11344.261855991464,11344.261855991464
PA01,2006-02-28,11803.066061378195,4.24910378209615,0.0,24.0,1171.251370747884,1171.251370747884,70.95956818262736,17.12595276037852,11803.066061378195,11803.066061378195
PA01,2006-03-01,11226.455143496656,4.041523851658796,0.0,24.0,1195.6678975423176,1195.6678975423176,70.98433303833008,14.875191032886505,11226.455143496656,11226.455143496656
PA01,2006-03-02,11481.245885193153,4.133248518669536,0.0,24.0,1178.7752176920574,1178.7752176920574,70.96926641464233,15.896790067354837,11481.245885193153,11481.245885193153
PA01,2006-03-03,11660.110383401994,4.197639738024718,0.0,24.0,1153.2451883951824,1153.2451883951824,70.9678209622701,16.811434030532837,11660.110383401994,11660.110383401994
PA01,2006-03-04,11583.837666631634,4.170181559987388,0.0,24.0,1148.3408457438152,1148.3408457438152,70.96771828333537,16.689034938812256,11583.837666631634,11583.837666631634
PA01,2006-03-05,11553.878673432899,4.1593963224358435,0.0,24.0,1144.2383397420247,1144.2383397420247,70.96562099456787,16.634302337964375,11553.878673432899,11553.878673432899
PA01,2006-03-06,11377.449623125649,4.095881864325234,0.0,24.0,1141.7172444661458,1141.7172444661458,70.96560732523601,16.617868026097614,11377.449623125649,11377.449623125649
PA01,2006-03-07,10735.059632328523,3.864621467638268,0.0,24.0,1194.2292912801106,1194.2292912801106,70.98383204142253,13.686548312505087,10735.059632328523,10735.059632328523
PA01,2006-03-08,11009.237680922357,3.9633255651320485,0.0,24.0,1174.408915201823,1174.408915201823,70.94338385264079,16.043312668800354,11009.237680922357,11009.237680922357
PA01,2006-03-09,11102.551599738412,3.9969185759058283,0.0,24.0,1137.7467931111653,1137.7467931111653,70.97506475448608,16.546767274538677,11102.551599738412,11102.551599738412
PA01,2006-03-10,11101.007685041277,3.99636276661486,0.0,24.0,1133.5539093017578,1133.5539093017578,70.96352100372314,16.61337375640869,11101.007685041277,11101.007685041277
PA01,2006-03-11,7026.248322020827,2.5294493959274975,0.0,17.0,1379.0056177775066,1379.0056177775066,70.43917067845662,11.65483366449674,7026.248322020827,7026.248322020827
PA01,2006-03-12,11358.069713372035,4.088905096813932,0.0,24.0,1167.181027730306,1167.181027730306,70.95628643035889,15.999605298042297,11358.069713372035,11358.069713372035
PA01,2006-03-13,10785.568356809054,3.8828046084512593,0.0,24.0,1169.1609725952148,1169.1609725952148,70.98377513885498,14.959047039349874,10785.568356809054,10785.568356809054
PA01,2006-03-14,11320.80471480423,4.075489697329522,0.0,24.0,1134.9581400553386,1134.9581400553386,70.97563791275024,16.6216033299764,11320.80471480423,11320.80471480423
PA01,2006-03-15,10464.134748300792,3.767088509388285,0.0,24.0,1206.358362833659,1206.358362833659,70.94784053166707,15.071683784325918,10464.134748300792,10464.134748300792
PA01,2006-03-16,11163.4375464878,4.018837516735608,0.0,24.0,1132.3357111612956,1132.3357111612956,70.96847518285115,16.495172540346783,11163.4375464878,11163.4375464878
PA01,2006-03-17,8997.466518632727,3.239087946707782,0.0,21.5,1287.3963088989258,1287.3963088989258,70.8046662012736,14.79768592119217,8997.466518632727,8997.466518632727
PA01,2006-03-18,10648.942637238422,3.833619349405832,0.0,24.0,1211.040692647298,1211.040692647298,70.94452063242595,14.3621985912323,10648.942637238422,10648.942637238422
PA01,2006-03-19,11096.503145212613,3.9947411322765407,0.0,20.0,1157.3963165283203,1157.3963165283203,70.96053256988526,15.232186535994211,11096.503145212613,11096.503145212613
PA01,2006-03-20,9494.505306424324,3.4180219103127563,0.0,8.5,1403.724400838216,1403.724400838216,70.76298538843791,8.089703877766928,9494.505306424324,9494.505306424324
PA01,2006-03-21,11213.561721461494,4.036882219726138,0.0,0.0,1557.224365234375,1557.224365234375,70.64972686767578,3.4249074459075928,11213.561721461494,11213.561721461494
PA01,2006-03-22,9343.02789527591,3.3634900422993277,0.0,0.0,1557.224365234375,1557.224365234375,70.64972686767578,3.4249074459075928,9343.02789527591,9343.02789527591
PA01,2006-03-23,11199.907856320242,4.031966828275287,0.0,11.5,1127.23511272928,1127.23511272928,70.95173826671783,16.326371566109035,11199.907856320242,11199.907856320242
PA01,2006-03-24,11162.124018105344,4.018364646517924,0.0,24.0,1122.8227132161458,1122.8227132161458,70.94952869415283,16.43684462706248,11162.124018105344,11162.124018105344
PA01,2006-03-25,11017.738948807144,3.9663860215705715,0.0,24.0,1118.5720316569011,1118.5720316569011,70.93851645787556,16.49976412455241,11017.738948807144,11017.738948807144
PA01,2006-03-26,11087.45211211597,3.991482760361749,0.0,24.0,1115.0760014851887,1115.0760014851887,70.9304386774699,16.454919298489887,11087.45211211597,11087.45211211597
PA01,2006-03-27,11163.796422716336,4.018966712177881,0.0,24.0,1111.070167541504,1111.070167541504,70.93169116973877,16.23827342192332,11163.796422716336,11163.796422716336
PA01,2006-03-28,11133.857325043402,4.008188637015625,0.0,24.0,1109.0367889404297,1109.0367889404297,70.93269713719685,16.120346307754517,11133.857325043402,11133.857325043402
PA01,2006-03-29,10962.451210691504,3.9464824358489414,0.0,24.0,1122.1095174153645,1122.1095174153645,70.94902960459392,15.553988635540009,10962.451210691504,10962.451210691504
PA01,2006-03-30,11245.127843865246,4.048246023791489,0.0,24.0,1109.6758575439453,1109.6758575439453,70.93744866053264,15.959833840529123,11245.127843865246,11245.127843865246
PA01,2006-03-31,11160.23411183306,4.0176842802599015,0.0,24.0,1106.997797648112,1106.997797648112,70.93718798955281,15.945358018080393,11160.23411183306,11160.23411183306
PA01,2006-04-01,10806.690263992716,3.8904084950373776,0.0,24.0,1148.5401611328125,1148.5401611328125,70.93031549453735,13.987722396850586,10806.690263992716,10806.690263992716
PA01,2006-04-02,10725.543102732985,3.8611955169838748,0.0,24.0,1114.1901143391926,1114.1901143391926,70.93183183670044,15.600011646747589,10725.543102732985,10725.543102732985
PA01,2006-04-03,8287.672763595327,2.9835621948943176,0.0,21.5,1289.7402750651042,1289.7402750651042,70.79838387171428,14.542937477429708,8287.672763595327,8287.672763595327
PA01,2006-04-04,2766.802459511295,0.9960488854240662,0.0,9.0,1701.5835800170898,1701.5835800170898,68.89149363835652,13.34692919254303,2766.802459511295,2766.802459511295
PA01,2006-04-05,8261.899556731258,2.974283840423253,0.0,24.0,1445.9435170491536,1445.9435170491536,70.68630933761597,16.615305304527283,8261.899556731258,8261.899556731258
PA01,2006-04-06,7745.947323339984,2.788541036402394,0.0,24.0,1361.1559346516926,1361.1559346516926,70.77979532877605,14.24770720799764,7745.947323339984,7745.947323339984
PA01,2006-04-07,7681.8012685749445,2.76544845668698,0.0,24.0,1262.8684819539387,1262.8684819539387,70.8970357577006,11.032470424969992,7681.8012685749445,7681.8012685749445
PA01,2006-04-08,6203.406976013713,2.2332265113649363,0.0,17.5,1391.3253758748372,1391.3253758748372,70.48448292414348,9.694906145334244,6203.406976013713,6203.406976013713
PA01,2006-04-09,9790.800437501306,3.5246881575004703,0.0,24.0,1303.9197362263997,1303.9197362263997,70.81702280044556,14.614434838294983,9790.800437501306,9790.800437501306
PA01,2006-04-10,11693.402152988498,4.209624775075859,0.0,24.0,1136.7890625,1136.7890625,70.92793067296346,16.540862401326496,11693.402152988498,11693.402152988498
PA01,2006-04-11,11495.818602078358,4.138494696748209,0.0,24.0,1126.2531077067058,1126.2531077067058,70.94275792439778,16.39369543393453,11495.818602078358,11495.818602078358
PA01,2006-04-12,11382.880994083085,4.097837157869911,0.0,24.0,1120.6729914347331,1120.6729914347331,70.94025484720866,16.324225703875225,11382.880994083085,11382.880994083085
PA01,2006-04-13,11250.677994612102,4.050244078060357,0.0,24.0,1019.7302033797554,1019.7302033797554,64.76791166222614,16.275398055712383,11250.677994612102,11250.677994612102
PA01,2006-04-14,11061.692987733688,3.9822094755841273,0.0,24.0,1113.8744079589844,1113.8744079589844,70.93599224090576,16.187824606895447,11061.692987733688,11061.692987733688
PA01,2006-04-15,11007.00919660674,3.962523310778426,0.0,24.0,1111.119748433431,1111.119748433431,70.93249893188477,16.159430424372356,11007.00919660674,11007.00919660674
PA01,2006-04-16,9799.763541325829,3.527914874877298,0.0,24.0,1108.5044047037761,1108.5044047037761,70.92670742670695,16.166717608769734,9799.763541325829,9799.763541325829
PA01,2006-04-17,9482.293158438848,3.4136255370379853,0.0,24.0,1105.6217931111653,1105.6217931111653,70.92472807566325,16.18534044424693,9482.293158438848,9482.293158438848
PA01,2006-04-18,11062.880261505508,3.982636894141983,0.0,24.0,1103.8397572835286,1103.8397572835286,70.92350991566975,16.149436314900715,11062.880261505508,11062.880261505508
PA01,2006-04-19,11102.972409333295,3.9970700673599864,0.0,24.0,1102.2731755574544,1102.2731755574544,70.92257992426555,16.10863145192464,11102.972409333295,11102.972409333295
PA01,2006-04-20,9987.874621933179,3.595634863895944,0.0,20.0,1100.2675501505535,1100.2675501505535,70.92227048652117,16.08962631225586,9987.874621933179,9987.874621933179
PA01,2006-04-21,11211.324048980021,4.036076657632807,0.0,24.0,1099.7205073038738,1099.7205073038738,70.92059342066447,15.988706529140472,11211.324048980021,11211.324048980021
PA01,2006-04-22,11153.290886036906,4.015184718973287,0.0,24.0,1098.269869486491,1098.269869486491,70.9187216758728,15.980573614438375,11153.290886036906,11153.290886036906
PA01,2006-04-23,10962.50186069435,3.946500669849966,0.0,24.0,1075.4013671875,1075.4013671875,69.50826578951896,15.930802166461945,10962.50186069435,10962.50186069435
PA01,2006-04-24,10713.95221095162,3.857022795942583,0.0,24.0,1001.6071668352399,1001.6071668352399,64.8395653963089,15.918331901232401,10713.95221095162,10713.95221095162
PA01,2006-04-25,10594.727101887516,3.814101756679506,0.0,23.0,1094.5465432871943,1094.5465432871943,70.91412502786388,15.909430835558021,10594.727101887516,10594.727101887516
PA01,2006-04-26,10581.764367312631,3.8094351722325475,0.0,24.0,1093.562739054362,1093.562739054362,70.9149096806844,15.880639493465424,10581.764367312631,10581.764367312631
PA01,2006-04-27,10561.447052943722,3.80212093905974,0.0,24.0,1092.6230290730794,1092.6230290730794,70.91674057642619,15.865464270114899,10561.447052943722,10561.447052943722
PA01,2006-04-28,10607.326263662377,3.8186374549184556,0.0,24.0,1091.6771850585938,1091.6771850585938,70.91063181559245,15.856006840864817,10607.326263662377,10607.326263662377
PA01,2006-04-29,10537.829576345415,3.7936186474843496,0.0,24.0,1091.0203475952148,1091.0203475952148,70.91120942433675,15.852397640546164,10537.829576345415,10537.829576345415
PA01,2006-04-30,9747.21510319273,3.508997437149383,0.0,22.5,1128.631741841634,1128.631741841634,70.86591529846191,16.59247969587644,9747.21510319273,9747.21510319273
PA01,2006-05-01,10032.686520207028,3.61176714727453,0.0,24.0,1162.1781361897786,1162.1781361897786,70.89323472976685,13.277759075164795,10032.686520207028,10032.686520207028
PA01,2006-05-02,10503.772871959656,3.781358233905476,0.0,24.0,1095.9160563151042,1095.9160563151042,70.92738978068034,15.672657946745554,10503.772871959656,10503.772871959656
PA01,2006-05-03,10869.2855457991,3.9129427964876764,0.0,24.0,1095.0854237874348,1095.0854237874348,70.93454964955647,15.675215939680735,10869.2855457991,10869.2855457991
PA01,2006-05-04,8182.290135968186,2.9456244489485472,0.0,22.0,1231.1183471679688,1231.1183471679688,70.81185134251912,12.80456355214119,8182.290135968186,8182.290135968186
PA01,2006-05-05,9613.51006234562,3.4608636224444234,0.0,24.0,1167.328763326009,1167.328763326009,70.90172815322876,12.861749907334646,9613.51006234562,9613.51006234562
PA01,2006-05-06,10142.557301334698,3.6513206284804913,0.0,24.0,1098.0202611287434,1098.0202611287434,70.93285163243611,15.915333807468414,10142.557301334698,10142.557301334698
PA01,2006-05-07,10240.754218166847,3.6866715185400647,0.0,24.0,1169.9361089070637,1169.9361089070637,70.92278877894084,12.701260149478912,10240.754218166847,10240.754218166847
PA01,2006-05-08,10997.5687037184,3.9591247333386237,0.0,24.0,1133.092035929362,1133.092035929362,70.93525123596191,13.253267367680868,10997.5687037184,10997.5687037184
PA01,2006-05-09,10797.807607363575,3.8872107386508867,0.0,24.0,1099.7357660929363,1099.7357660929363,70.9246883392334,15.512195527553558,10797.807607363575,10797.807607363575
PA01,2006-05-10,11236.829991002658,4.045258796760956,0.0,24.0,1094.0588633219402,1094.0588633219402,70.92742697397868,15.771555562814077,11236.829991002658,11236.829991002658
PA01,2006-05-11,11067.520958911682,3.9843075452082055,0.0,24.0,1092.2864252726238,1092.2864252726238,70.92227586110432,15.742040793100992,11067.520958911682,11067.520958911682
PA01,2006-05-12,11006.778184316248,3.962440146353849,0.0,24.0,1090.7954381306965,1090.7954381306965,70.91903162002563,15.73449812332789,11006.778184316248,11006.778184316248
PA01,2006-05-13,10986.201249791797,3.955032449925047,0.0,24.0,1089.478146870931,1089.478146870931,70.91544008255005,15.750414629777273,10986.201249791797,10986.201249791797
PA01,2006-05-14,10939.069987909234,3.938065195647324,0.0,24.0,1088.0828247070312,1088.0828247070312,70.91326983769734,15.728809575239817,10939.069987909234,10939.069987909234
PA01,2006-05-15,10938.934576046326,3.938016447376677,0.0,24.0,1086.9971618652344,1086.9971618652344,70.91043949127197,15.720253944396973,10938.934576046326,10938.934576046326
PA01,2006-05-16,10913.668836446868,3.9289207811208726,0.0,24.0,1085.6236902872722,1085.6236902872722,70.91017611821492,15.723849713802338,10913.668836446868,10913.668836446868
PA01,2006-05-17,11011.347245793975,3.964085008485831,0.0,24.0,1084.5392430623372,1084.5392430623372,70.9075026512146,15.73329347372055,11011.347245793975,11011.347245793975
PA01,2006-05-18,11005.160659372268,3.9618578373740165,0.0,24.0,1083.1514892578125,1083.1514892578125,70.9088994661967,15.705880085627237,11005.160659372268,11005.160659372268
PA01,2006-05-19,11014.830436805774,3.965338957250079,0.0,24.0,1082.4453964233398,1082.4453964233398,70.90683460235596,15.664318660895029,11014.830436805774,11014.830436805774
PA01,2006-05-20,11054.00089090334,3.9794403207252027,0.0,24.0,1081.2350947062175,1081.2350947062175,70.9034276008606,15.69456535577774,11054.00089090334,11054.00089090334
PA01,2006-05-21,9400.58850589145,3.3842118621209223,0.0,21.0,1151.0136057535808,1151.0136057535808,70.77698405583699,14.757187332337102,9400.58850589145,9400.58850589145
PA01,2006-05-22,10113.508655458734,3.640863115965144,0.0,24.0,1159.643315633138,1159.643315633138,70.86928955713908,13.139394402503967,10113.508655458734,10113.508655458734
PA01,2006-05-23,7437.667358471989,2.677560249049916,0.0,20.5,1320.4647394816081,1320.4647394816081,70.61264149347942,14.286624416708946,7437.667358471989,7437.667358471989
PA01,2006-05-24,10143.196760445133,3.6515508337602482,0.0,24.0,1155.2647043863933,1155.2647043863933,70.89626709620158,16.59899177153905,10143.196760445133,10143.196760445133
PA01,2006-05-25,10926.950733787427,3.933702264163474,0.0,24.0,1090.2848739624023,1090.2848739624023,70.9076639811198,15.79184498389562,10926.950733787427,10926.950733787427
PA01,2006-05-26,10736.546947896553,3.865156901242759,0.0,24.0,1084.8076680501301,1084.8076680501301,70.9110501607259,15.672958334287008,10736.546947896553,10736.546947896553
PA01,2006-05-27,10599.322068364661,3.815755944611278,0.0,24.0,1082.0853576660156,1082.0853576660156,70.91444412867229,15.631261169910431,10599.322068364661,10599.322068364661
PA01,2006-05-28,10654.816147627076,3.8357338131457475,0.0,24.0,1079.9964269002278,1079.9964269002278,70.90774552027385,15.602986256281534,10654.816147627076,10654.816147627076
PA01,2006-05-29,10597.19717206477,3.8149909819433176,0.0,24.0,1078.6362533569336,1078.6362533569336,70.9020110766093,15.632128457228342,10597.19717206477,10597.19717206477
PA01,2006-05-30,9585.96529887059,3.450947507593412,0.0,24.0,1114.4872665405273,1114.4872665405273,70.91227261225383,13.81154203414917,9585.96529887059,9585.96529887059
PA01,2006-05-31,7024.287638305737,2.5287435497900654,0.0,22.0,1246.7835489908855,1246.7835489908855,70.828550974528,10.808950424194336,7024.287638305737,7024.287638305737
PA01,2006-06-01,7912.488541563008,2.848495874962683,0.0,22.0,1210.1796070445669,1210.1796070445669,70.84587721391158,11.415659947828813,7912.488541563008,7912.488541563008
PA01,2006-06-02,10386.130805332628,3.7390070899197463,0.0,10.5,1171.632553100586,1171.632553100586,70.8564993540446,12.084329764048258,10386.130805332628,10386.130805332628
PA01,2006-06-03,11227.663062454807,4.04195870248373,0.0,24.0,1091.9809036254883,1091.9809036254883,70.88336769739787,15.355722387631735,11227.663062454807,11227.663062454807
PA01,2006-06-04,10890.483312056695,3.92057399234041,0.0,24.0,1080.279088338216,1080.279088338216,70.89902607599895,15.753469308217367,10890.483312056695,10890.483312056695
PA01,2006-06-05,10797.672098706485,3.8871619555343346,0.0,24.0,1077.92857615153,1077.92857615153,70.89915450414021,15.714819212754568,10797.672098706485,10797.672098706485
PA01,2006-06-06,8432.444006630418,3.0356798423869504,0.0,22.0,1198.4834365844727,1198.4834365844727,70.75961971282959,13.394881275792917,8432.444006630418,8432.444006630418
PA01,2006-06-07,11196.842662762678,4.030863358594564,0.0,24.0,1102.0203272501628,1102.0203272501628,70.88193957010905,15.253991921742758,11196.842662762678,11196.842662762678
PA01,2006-06-08,10947.980179574826,3.9412728646469373,0.0,24.0,1078.5211995442708,1078.5211995442708,70.90176598230998,15.700168152650198,10947.980179574826,10947.980179574826
PA01,2006-06-09,10841.064258083861,3.9027831329101903,0.0,20.5,1075.895543416341,1075.895543416341,70.89674536387126,15.699781119823456,10841.064258083861,10841.064258083861
PA01,2006-06-10,9827.813432284072,3.5380128356222658,0.0,24.0,1126.407206217448,1126.407206217448,70.87869358062744,13.8553679784139,9827.813432284072,9827.813432284072
PA01,2006-06-11,10673.820997499242,3.8425755590997275,0.0,24.0,1075.6397145589192,1075.6397145589192,70.89117829004924,15.700677653153738,10673.820997499242,10673.820997499242
PA01,2006-06-12,8070.980468534031,2.9055529686722514,0.0,24.0,1192.3982213338215,1192.3982213338215,70.88067372639973,12.0661039352417,8070.980468534031,8070.980468534031
PA01,2006-06-13,7994.930589149841,2.8781750120939424,0.0,24.0,1343.576176961263,1343.576176961263,70.69361813863118,13.860421578089396,7994.930589149841,7994.930589149841
PA01,2006-06-14,10813.707968273862,3.8929348685785903,0.0,24.0,1107.037467956543,1107.037467956543,70.8571228981018,15.214451889197031,10813.707968273862,10813.707968273862
PA01,2006-06-15,11045.654397137921,3.9764355829696516,0.0,24.0,1080.0313034057617,1080.0313034057617,70.8832270304362,15.739400883515676,11045.654397137921,11045.654397137921
PA01,2006-06-16,10295.55094707243,3.706398340946075,0.0,22.5,1100.8274561564128,1100.8274561564128,70.83783006668091,14.974291483561197,10295.55094707243,10295.55094707243
PA01,2006-06-17,9041.32374644829,3.254876548721384,0.0,24.0,1232.0341618855794,1232.0341618855794,70.82791360219319,10.702060242493948,9041.32374644829,9041.32374644829
PA01,2006-06-18,11157.974221005332,4.016870719561919,0.0,24.0,1104.6431477864583,1104.6431477864583,70.86569372812907,15.3883269627889,11157.974221005332,11157.974221005332
PA01,2006-06-19,11222.714744390296,4.040177307980507,0.0,24.0,1076.6304092407227,1076.6304092407227,70.88571850458781,15.674717764059702,11222.714744390296,11222.714744390296
PA01,2006-06-20,11034.0750497175,3.9722670178982997,0.0,24.0,1073.7625376383464,1073.7625376383464,70.88154570261638,15.620651880900065,11034.0750497175,11034.0750497175
PA01,2006-06-21,11005.945042306332,3.9621402152302796,0.0,24.0,1071.461046854655,1071.461046854655,70.86964178085327,15.671107868353525,11005.945042306332,11005.945042306332
PA01,2006-06-22,9593.019949316662,3.453487181753998,0.0,22.5,1173.117655436198,1173.117655436198,70.78735589981079,13.57116491595904,9593.019949316662,9593.019949316662
PA01,2006-06-23,11192.12381112356,4.029164572004482,0.0,24.0,1074.539586385091,1074.539586385091,70.8791012763977,15.570276101430258,11192.12381112356,11192.12381112356
PA01,2006-06-24,11115.239304515222,4.00148614962548,0.0,24.0,1070.126012166341,1070.126012166341,70.87323808670044,15.503988961378733,11115.239304515222,11115.239304515222
PA01,2006-06-25,11072.838684862521,3.9862219265505074,0.0,24.0,1067.6261469523113,1067.6261469523113,70.86833206812541,15.53380298614502,11072.838684862521,11072.838684862521
PA01,2006-06-26,11030.052794532989,3.970819006031876,0.0,24.0,1066.845537821452,1066.845537821452,70.86159340540569,15.533921917279562,11030.052794532989,11030.052794532989
PA01,2006-06-27,10992.37014335513,3.957253251607847,0.0,24.0,1066.1730982462566,1066.1730982462566,70.86006466547649,15.55343864361445,10992.37014335513,10992.37014335513
PA01,2006-06-28,10976.947671004327,3.951701161561558,0.0,24.0,1065.439905802409,1065.439905802409,70.86217149098714,15.521854281425476,10976.947671004327,10976.947671004327
PA01,2006-06-29,10598.460109831827,3.815445639539458,0.0,24.0,1069.9415613810222,1069.9415613810222,70.86503728230794,15.219798485438028,10598.460109831827,10598.460109831827
